"Name","ID","DisplayName","Group","Enabled","Profile","Platform","Direction","Action","EdgeTraversalPolicy","LSM","PrimaryStatus","Status","EnforcementStatus","PolicyStoreSourceType","Caption","Description","ElementName","InstanceID","CommonName","PolicyKeywords","PolicyDecisionStrategy","PolicyRoles","ConditionListType","CreationClassName","ExecutionStrategy","Mandatory","PolicyRuleName","Priority","RuleUsage","SequencedActions","SystemCreationClassName","SystemName","DisplayGroup","LocalOnlyMapping","LooseSourceMapping","Owner","Platforms","PolicyStoreSource","Profiles","RuleGroup","StatusCode","PSComputerName"
"CoreNet-Teredo-Out","CoreNet-Teredo-Out","Core Networking - Teredo (UDP-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound UDP rule to allow Teredo edge traversal, a technology that provides address assignment and automatic tunneling for unicast IPv6 traffic when an IPv6/IPv4 host is located behind an IPv4 network address translator.","@FirewallAPI.dll,-25327","CoreNet-Teredo-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-Teredo-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-IPHTTPS-In","CoreNet-IPHTTPS-In","Core Networking - IPHTTPS (TCP-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound TCP rule to allow IPHTTPS tunneling technology to provide connectivity across HTTP proxies and firewalls.","@FirewallAPI.dll,-25426","CoreNet-IPHTTPS-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-IPHTTPS-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-IPHTTPS-Out","CoreNet-IPHTTPS-Out","Core Networking - IPHTTPS (TCP-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound TCP rule to allow IPHTTPS tunneling technology to provide connectivity across HTTP proxies and firewalls.","@FirewallAPI.dll,-25427","CoreNet-IPHTTPS-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-IPHTTPS-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-IPv6-In","CoreNet-IPv6-In","Core Networking - IPv6 (IPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule required to permit IPv6 traffic for ISATAP (Intra-Site Automatic Tunnel Addressing Protocol) and 6to4 tunneling services.","@FirewallAPI.dll,-25351","CoreNet-IPv6-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-IPv6-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-IPv6-Out","CoreNet-IPv6-Out","Core Networking - IPv6 (IPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule required to permit IPv6 traffic for ISATAP (Intra-Site Automatic Tunnel Addressing Protocol) and 6to4 tunneling services.","@FirewallAPI.dll,-25352","CoreNet-IPv6-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-IPv6-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-GP-NP-Out-TCP","CoreNet-GP-NP-Out-TCP","Core Networking - Group Policy (NP-Out)","@FirewallAPI.dll,-25000","True","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Core Networking - Group Policy (NP-Out)","@FirewallAPI.dll,-25401","CoreNet-GP-NP-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-GP-NP-Out-TCP","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-25000","65536",
"CoreNet-GP-Out-TCP","CoreNet-GP-Out-TCP","Core Networking - Group Policy (TCP-Out)","@FirewallAPI.dll,-25000","True","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule to allow remote RPC traffic for Group Policy updates. [TCP]","@FirewallAPI.dll,-25403","CoreNet-GP-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-GP-Out-TCP","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-25000","65536",
"CoreNet-DNS-Out-UDP","CoreNet-DNS-Out-UDP","Core Networking - DNS (UDP-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule to allow DNS requests. DNS responses based on requests that matched this rule will be permitted regardless of source address.  This behavior is classified as loose source mapping. [LSM] [UDP 53]","@FirewallAPI.dll,-25405","CoreNet-DNS-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-DNS-Out-UDP","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-GP-LSASS-Out-TCP","CoreNet-GP-LSASS-Out-TCP","Core Networking - Group Policy (LSASS-Out)","@FirewallAPI.dll,-25000","True","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule to allow remote LSASS traffic for Group Policy updates [TCP].","@FirewallAPI.dll,-25407","CoreNet-GP-LSASS-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-GP-LSASS-Out-TCP","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-25000","65536",
"TPMVSCMGR-RPCSS-In-TCP-NoScope","TPMVSCMGR-RPCSS-In-TCP-NoScope","TPM Virtual Smart Card Management (DCOM-In)","@FirewallAPI.dll,-36501","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for remote TPM Virtual Smart Card Management to allow DCOM activation. [TCP 135]","@FirewallAPI.dll,-36502","TPMVSCMGR-RPCSS-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|TPMVSCMGR-RPCSS-In-TCP-NoScope","2",,"",,,"3","","","TPM Virtual Smart Card Management","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36501","65536",
"TPMVSCMGR-Server-In-TCP-NoScope","TPMVSCMGR-Server-In-TCP-NoScope","TPM Virtual Smart Card Management (TCP-In)","@FirewallAPI.dll,-36501","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]","@FirewallAPI.dll,-36504","TPMVSCMGR-Server-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|TPMVSCMGR-Server-In-TCP-NoScope","2",,"",,,"3","","","TPM Virtual Smart Card Management","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36501","65536",
"TPMVSCMGR-Server-Out-TCP-NoScope","TPMVSCMGR-Server-Out-TCP-NoScope","TPM Virtual Smart Card Management (TCP-Out)","@FirewallAPI.dll,-36501","False","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]","@FirewallAPI.dll,-36506","TPMVSCMGR-Server-Out-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|TPMVSCMGR-Server-Out-TCP-NoScope","2",,"",,,"3","","","TPM Virtual Smart Card Management","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36501","65536",
"TPMVSCMGR-RPCSS-In-TCP","TPMVSCMGR-RPCSS-In-TCP","TPM Virtual Smart Card Management (DCOM-In)","@FirewallAPI.dll,-36501","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for remote TPM Virtual Smart Card Management to allow DCOM activation. [TCP 135]","@FirewallAPI.dll,-36502","TPMVSCMGR-RPCSS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|TPMVSCMGR-RPCSS-In-TCP","2",,"",,,"3","","","TPM Virtual Smart Card Management","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-36501","65536",
"TPMVSCMGR-Server-In-TCP","TPMVSCMGR-Server-In-TCP","TPM Virtual Smart Card Management (TCP-In)","@FirewallAPI.dll,-36501","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]","@FirewallAPI.dll,-36504","TPMVSCMGR-Server-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|TPMVSCMGR-Server-In-TCP","2",,"",,,"3","","","TPM Virtual Smart Card Management","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-36501","65536",
"TPMVSCMGR-Server-Out-TCP","TPMVSCMGR-Server-Out-TCP","TPM Virtual Smart Card Management (TCP-Out)","@FirewallAPI.dll,-36501","False","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]","@FirewallAPI.dll,-36506","TPMVSCMGR-Server-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|TPMVSCMGR-Server-Out-TCP","2",,"",,,"3","","","TPM Virtual Smart Card Management","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-36501","65536",
"CDPSvc-In-UDP","CDPSvc-In-UDP","Connected Devices Platform (UDP-In)","@FirewallAPI.dll,-37402","True","Domain, Private","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Connected Devices Platform traffic [UDP]","@FirewallAPI.dll,-37407","CDPSvc-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|CDPSvc-In-UDP","2",,"",,,"3","","","Connected Devices Platform","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-37402","65536",
"CDPSvc-Out-UDP","CDPSvc-Out-UDP","Connected Devices Platform (UDP-Out)","@FirewallAPI.dll,-37402","True","Domain, Private","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Connected Devices Platform traffic [UDP]","@FirewallAPI.dll,-37409","CDPSvc-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|CDPSvc-Out-UDP","2",,"",,,"3","","","Connected Devices Platform","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-37402","65536",
"CDPSvc-In-TCP","CDPSvc-In-TCP","Connected Devices Platform (TCP-In)","@FirewallAPI.dll,-37402","True","Domain, Private","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Connected Devices Platform traffic [TCP]","@FirewallAPI.dll,-37403","CDPSvc-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|CDPSvc-In-TCP","2",,"",,,"3","","","Connected Devices Platform","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-37402","65536",
"CDPSvc-Out-TCP","CDPSvc-Out-TCP","Connected Devices Platform (TCP-Out)","@FirewallAPI.dll,-37402","True","Domain, Private","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Connected Devices Platform traffic [TCP]","@FirewallAPI.dll,-37405","CDPSvc-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|CDPSvc-Out-TCP","2",,"",,,"3","","","Connected Devices Platform","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-37402","65536",
"CDPSvc-WFD-In-TCP","CDPSvc-WFD-In-TCP","Connected Devices Platform - Wi-Fi Direct Transport (TCP-In)","@FirewallAPI.dll,-37402","True","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule to use Wi-Fi Direct traffic in the Connected Devices Platform [TCP]","@FirewallAPI.dll,-37411","CDPSvc-WFD-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|CDPSvc-WFD-In-TCP","2",,"",,,"3","","","Connected Devices Platform","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-37402","65536",
"CDPSvc-WFD-Out-TCP","CDPSvc-WFD-Out-TCP","Connected Devices Platform - Wi-Fi Direct Transport (TCP-Out)","@FirewallAPI.dll,-37402","True","Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule to use Wi-Fi Direct traffic in the Connected Devices Platform  [TCP]","@FirewallAPI.dll,-37413","CDPSvc-WFD-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|CDPSvc-WFD-Out-TCP","2",,"",,,"3","","","Connected Devices Platform","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-37402","65536",
"RVM-VDS-In-TCP-NoScope","RVM-VDS-In-TCP-NoScope","Remote Volume Management - Virtual Disk Service (RPC)","@FirewallAPI.dll,-34501","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Remote Volume Management - Virtual Disk Service to be remotely managed via RPC/TCP.","@FirewallAPI.dll,-34502","RVM-VDS-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|RVM-VDS-In-TCP-NoScope","2",,"",,,"3","","","Remote Volume Management","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-34501","65536",
"RVM-VDSLDR-In-TCP-NoScope","RVM-VDSLDR-In-TCP-NoScope","Remote Volume Management - Virtual Disk Service Loader (RPC)","@FirewallAPI.dll,-34501","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Remote Volume Management - Virtual Disk Service Loader to be remotely managed via RPC/TCP.","@FirewallAPI.dll,-34504","RVM-VDSLDR-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|RVM-VDSLDR-In-TCP-NoScope","2",,"",,,"3","","","Remote Volume Management","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-34501","65536",
"RVM-RPCSS-In-TCP-NoScope","RVM-RPCSS-In-TCP-NoScope","Remote Volume Management (RPC-EPMAP)","@FirewallAPI.dll,-34501","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic for Remote Volume Management.","@FirewallAPI.dll,-34506","RVM-RPCSS-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|RVM-RPCSS-In-TCP-NoScope","2",,"",,,"3","","","Remote Volume Management","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-34501","65536",
"RVM-VDS-In-TCP","RVM-VDS-In-TCP","Remote Volume Management - Virtual Disk Service (RPC)","@FirewallAPI.dll,-34501","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Remote Volume Management - Virtual Disk Service to be remotely managed via RPC/TCP.","@FirewallAPI.dll,-34502","RVM-VDS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RVM-VDS-In-TCP","2",,"",,,"3","","","Remote Volume Management","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-34501","65536",
"RVM-VDSLDR-In-TCP","RVM-VDSLDR-In-TCP","Remote Volume Management - Virtual Disk Service Loader (RPC)","@FirewallAPI.dll,-34501","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Remote Volume Management - Virtual Disk Service Loader to be remotely managed via RPC/TCP.","@FirewallAPI.dll,-34504","RVM-VDSLDR-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RVM-VDSLDR-In-TCP","2",,"",,,"3","","","Remote Volume Management","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-34501","65536",
"RVM-RPCSS-In-TCP","RVM-RPCSS-In-TCP","Remote Volume Management (RPC-EPMAP)","@FirewallAPI.dll,-34501","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic for Remote Volume Management.","@FirewallAPI.dll,-34506","RVM-RPCSS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RVM-RPCSS-In-TCP","2",,"",,,"3","","","Remote Volume Management","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-34501","65536",
"RemoteTask-In-TCP-NoScope","RemoteTask-In-TCP-NoScope","Remote Scheduled Tasks Management (RPC)","@FirewallAPI.dll,-33252","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Task Scheduler service to be remotely managed via RPC/TCP.","@FirewallAPI.dll,-33253","RemoteTask-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|RemoteTask-In-TCP-NoScope","2",,"",,,"3","","","Remote Scheduled Tasks Management","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-33252","65536",
"RemoteTask-RPCSS-In-TCP-NoScope","RemoteTask-RPCSS-In-TCP-NoScope","Remote Scheduled Tasks Management (RPC-EPMAP)","@FirewallAPI.dll,-33252","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Task Scheduler service.","@FirewallAPI.dll,-33257","RemoteTask-RPCSS-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|RemoteTask-RPCSS-In-TCP-NoScope","2",,"",,,"3","","","Remote Scheduled Tasks Management","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-33252","65536",
"RemoteTask-In-TCP","RemoteTask-In-TCP","Remote Scheduled Tasks Management (RPC)","@FirewallAPI.dll,-33252","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Task Scheduler service to be remotely managed via RPC/TCP.","@FirewallAPI.dll,-33253","RemoteTask-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteTask-In-TCP","2",,"",,,"3","","","Remote Scheduled Tasks Management","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-33252","65536",
"RemoteTask-RPCSS-In-TCP","RemoteTask-RPCSS-In-TCP","Remote Scheduled Tasks Management (RPC-EPMAP)","@FirewallAPI.dll,-33252","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Task Scheduler service.","@FirewallAPI.dll,-33257","RemoteTask-RPCSS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteTask-RPCSS-In-TCP","2",,"",,,"3","","","Remote Scheduled Tasks Management","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-33252","65536",
"Collab-P2PHost-In-TCP","Collab-P2PHost-In-TCP","Windows Peer to Peer Collaboration Foundation (TCP-In)","@FirewallAPI.dll,-32002","False","Any","System.String[]","Inbound","Allow","DeferToApp","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Windows Peer to Peer Collaboration Foundation for Peer to Peer Communication. [TCP]","@FirewallAPI.dll,-32003","Collab-P2PHost-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|Collab-P2PHost-In-TCP","2",,"",,,"3","","","Windows Peer to Peer Collaboration Foundation","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-32002","65536",
"Collab-P2PHost-Out-TCP","Collab-P2PHost-Out-TCP","Windows Peer to Peer Collaboration Foundation (TCP-Out)","@FirewallAPI.dll,-32002","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Windows Peer to Peer Collaboration Foundation for Peer to Peer Communication. [TCP]","@FirewallAPI.dll,-32007","Collab-P2PHost-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|Collab-P2PHost-Out-TCP","2",,"",,,"3","","","Windows Peer to Peer Collaboration Foundation","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-32002","65536",
"Collab-P2PHost-WSD-In-UDP","Collab-P2PHost-WSD-In-UDP","Windows Peer to Peer Collaboration Foundation (WSD-In)","@FirewallAPI.dll,-32002","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Windows Peer to Peer Collaboration Foundation to discover devices via WSDAPI. [UDP 3702]","@FirewallAPI.dll,-32011","Collab-P2PHost-WSD-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|Collab-P2PHost-WSD-In-UDP","2",,"",,,"3","","","Windows Peer to Peer Collaboration Foundation","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-32002","65536",
"Collab-P2PHost-WSD-Out-UDP","Collab-P2PHost-WSD-Out-UDP","Windows Peer to Peer Collaboration Foundation (WSD-Out)","@FirewallAPI.dll,-32002","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Windows Peer to Peer Collaboration Foundation to discover devices via WSDAPI. [UDP 3702]","@FirewallAPI.dll,-32015","Collab-P2PHost-WSD-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|Collab-P2PHost-WSD-Out-UDP","2",,"",,,"3","","","Windows Peer to Peer Collaboration Foundation","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-32002","65536",
"Collab-PNRP-In-UDP","Collab-PNRP-In-UDP","Windows Peer to Peer Collaboration Foundation (PNRP-In)","@FirewallAPI.dll,-32002","False","Any","System.String[]","Inbound","Allow","DeferToApp","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Windows Peer to Peer Collaboration Foundation to allow Peer Name Resolution. [UDP 3540]","@FirewallAPI.dll,-32019","Collab-PNRP-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|Collab-PNRP-In-UDP","2",,"",,,"3","","","Windows Peer to Peer Collaboration Foundation","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-32002","65536",
"Collab-PNRP-Out-UDP","Collab-PNRP-Out-UDP","Windows Peer to Peer Collaboration Foundation (PNRP-Out)","@FirewallAPI.dll,-32002","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Windows Peer to Peer Collaboration Foundation to allow Peer Name Resolution. [UDP 3540]","@FirewallAPI.dll,-32023","Collab-PNRP-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|Collab-PNRP-Out-UDP","2",,"",,,"3","","","Windows Peer to Peer Collaboration Foundation","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-32002","65536",
"Collab-PNRP-SSDPSrv-In-UDP","Collab-PNRP-SSDPSrv-In-UDP","Windows Peer to Peer Collaboration Foundation (SSDP-In)","@FirewallAPI.dll,-32002","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Windows Peer to Peer Collaboration Foundation to allow use of the Simple Service Discovery Protocol. [UDP 1900]","@FirewallAPI.dll,-32027","Collab-PNRP-SSDPSrv-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|Collab-PNRP-SSDPSrv-In-UDP","2",,"",,,"3","","","Windows Peer to Peer Collaboration Foundation","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-32002","65536",
"Collab-PNRP-SSDPSrv-Out-UDP","Collab-PNRP-SSDPSrv-Out-UDP","Windows Peer to Peer Collaboration Foundation (SSDP-Out)","@FirewallAPI.dll,-32002","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Windows Peer to Peer Collaboration Foundation to allow use of the Simple Service Discovery Protocol. [UDP 1900]","@FirewallAPI.dll,-32031","Collab-PNRP-SSDPSrv-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|Collab-PNRP-SSDPSrv-Out-UDP","2",,"",,,"3","","","Windows Peer to Peer Collaboration Foundation","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-32002","65536",
"MDNS-In-UDP-Private-Active","MDNS-In-UDP-Private-Active","mDNS (UDP-In)","@%SystemRoot%\system32\firewallapi.dll,-37302","True","Private","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for mDNS traffic [UDP]","@%SystemRoot%\system32\firewallapi.dll,-37303","MDNS-In-UDP-Private-Active",,,"2",,"3","MSFT|FW|FirewallRule|MDNS-In-UDP-Private-Active","2",,"",,,"3","","","mDNS","False","False",,"System.String[]","PersistentStore","2","@%SystemRoot%\system32\firewallapi.dll,-37302","65536",
"MDNS-In-UDP-Domain-Active","MDNS-In-UDP-Domain-Active","mDNS (UDP-In)","@%SystemRoot%\system32\firewallapi.dll,-37302","True","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for mDNS traffic [UDP]","@%SystemRoot%\system32\firewallapi.dll,-37303","MDNS-In-UDP-Domain-Active",,,"2",,"3","MSFT|FW|FirewallRule|MDNS-In-UDP-Domain-Active","2",,"",,,"3","","","mDNS","False","False",,"System.String[]","PersistentStore","1","@%SystemRoot%\system32\firewallapi.dll,-37302","65536",
"MDNS-In-UDP-Public-Active","MDNS-In-UDP-Public-Active","mDNS (UDP-In)","@%SystemRoot%\system32\firewallapi.dll,-37302","True","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for mDNS traffic [UDP]","@%SystemRoot%\system32\firewallapi.dll,-37303","MDNS-In-UDP-Public-Active",,,"2",,"3","MSFT|FW|FirewallRule|MDNS-In-UDP-Public-Active","2",,"",,,"3","","","mDNS","False","False",,"System.String[]","PersistentStore","4","@%SystemRoot%\system32\firewallapi.dll,-37302","65536",
